Date,Town,Sale Amount
05/07,Colchester,243807.77
06/07,Colchester,243807.77
07/07,Colchester,243807.77
08/07,Colchester,243807.77
09/07,Colchester,243807.77
10/07,Colchester,243807.77
11/07,Colchester,278780.95
12/07,Colchester,254767.9
01/08,Colchester,237770.78
02/08,Colchester,241420.0
03/08,Colchester,272948.44
04/08,Colchester,282004.06
05/08,Colchester,253863.72
06/08,Colchester,284198.41
07/08,Colchester,304128.48
08/08,Colchester,238850.53
09/08,Colchester,221838.0
10/08,Colchester,233331.78
11/08,Colchester,302953.85
12/08,Colchester,261112.5
01/09,Colchester,215737.5
02/09,Colchester,258400.0
03/09,Colchester,263263.64
04/09,Colchester,255075.0
05/09,Colchester,223309.21
06/09,Colchester,213150.0
07/09,Colchester,228167.5
08/09,Colchester,268289.47
09/09,Colchester,264737.5
10/09,Colchester,213736.3
11/09,Colchester,263815.91
12/09,Colchester,258554.6
01/10,Colchester,178966.67
02/10,Colchester,146350.0
03/10,Colchester,215375.0
04/10,Colchester,216007.85
05/10,Colchester,252758.82
06/10,Colchester,251825.0
07/10,Colchester,264606.82
08/10,Colchester,227007.5
09/10,Colchester,251660.77
10/10,Colchester,282487.5
11/10,Colchester,223557.14
12/10,Colchester,302156.4
01/11,Colchester,200722.22
02/11,Colchester,206600.0
03/11,Colchester,288985.71
04/11,Colchester,230636.36
05/11,Colchester,211325.0
06/11,Colchester,249240.0
07/11,Colchester,241058.05
08/11,Colchester,282666.67
09/11,Colchester,222666.09
10/11,Colchester,244507.77
11/11,Colchester,244507.77
12/11,Colchester,244507.77
01/12,Colchester,244507.77
02/12,Colchester,244507.77
03/12,Colchester,244507.77
04/12,Colchester,244507.77
05/12,Colchester,244507.77
06/12,Colchester,244507.77
07/12,Colchester,244507.77
08/12,Colchester,244507.77
09/12,Colchester,244507.77
10/12,Colchester,195118.18
11/12,Colchester,242802.72
12/12,Colchester,277250.0
01/13,Colchester,203916.67
02/13,Colchester,220936.0
03/13,Colchester,165840.0
04/13,Colchester,235770.0
05/13,Colchester,199201.0
06/13,Colchester,235546.15
07/13,Colchester,240272.28
08/13,Colchester,274542.11
09/13,Colchester,261214.29
10/13,Colchester,263492.31
11/13,Colchester,207471.43
12/13,Colchester,279700.0
01/14,Colchester,239650.0
02/14,Colchester,189255.0
03/14,Colchester,202540.0
04/14,Colchester,227544.44
05/14,Colchester,199209.09
06/14,Colchester,223485.29
07/14,Colchester,265145.0
08/14,Colchester,207254.55
09/14,Colchester,207777.78
10/14,Colchester,211205.88
11/14,Colchester,247379.83
12/14,Colchester,242545.83
01/15,Colchester,202562.5
02/15,Colchester,236625.0
03/15,Colchester,253685.71
04/15,Colchester,210775.0
05/15,Colchester,258823.53
06/15,Colchester,223797.22
07/15,Colchester,279311.11
08/15,Colchester,260303.77
09/15,Colchester,241033.33
10/15,Colchester,211541.75
11/15,Colchester,229900.0
12/15,Colchester,236850.0
01/16,Colchester,244397.92
02/16,Colchester,232940.62
03/16,Colchester,242820.0
04/16,Colchester,268525.0
05/16,Colchester,279652.78
06/16,Colchester,231731.82
07/16,Colchester,245328.57
08/16,Colchester,262224.0
09/16,Colchester,204896.69
10/16,Colchester,241401.22
11/16,Colchester,241401.22
12/16,Colchester,241401.22
01/17,Colchester,241401.22
02/17,Colchester,241401.22
03/17,Colchester,241401.22
04/17,Colchester,241401.22
05/17,Colchester,241401.22
06/17,Colchester,241401.22
07/17,Colchester,241401.22
08/17,Colchester,241401.22
09/17,Colchester,241401.22
10/17,Colchester,196500.0
11/17,Colchester,267881.84
12/17,Colchester,271342.11
01/18,Colchester,356950.0
02/18,Colchester,224880.0
03/18,Colchester,241018.17
04/18,Colchester,262597.22
05/18,Colchester,244111.76
06/18,Colchester,251923.94
07/18,Colchester,287061.29
08/18,Colchester,247723.08
09/18,Colchester,252560.0
10/18,Colchester,241933.33
11/18,Colchester,272327.78
12/18,Colchester,256326.67
01/19,Colchester,253075.0
02/19,Colchester,252804.17
03/19,Colchester,210812.94
04/19,Colchester,279560.0
05/19,Colchester,245678.85
06/19,Colchester,268085.0
07/19,Colchester,264406.9
08/19,Colchester,262496.43
09/19,Colchester,254946.91
10/19,Colchester,268066.04
11/19,Colchester,219445.45
12/19,Colchester,298755.56
01/20,Colchester,225018.18
02/20,Colchester,245983.59
03/20,Colchester,283542.11
04/20,Colchester,257075.8
05/20,Colchester,279803.57
06/20,Colchester,260293.48
07/20,Colchester,262243.33
08/20,Colchester,261219.07
09/20,Colchester,249790.48
10/20,Colchester,261436.38
11/20,Colchester,300512.5
12/20,Colchester,296350.03
01/21,Colchester,268809.09
02/21,Colchester,273220.54
03/21,Colchester,264914.29
04/21,Colchester,256811.76
05/21,Colchester,304660.25
06/21,Colchester,291816.69
07/21,Colchester,266384.62
08/21,Colchester,306642.64
09/21,Colchester,275657.83
10/21,Colchester,246369.29
11/21,Colchester,246369.29
12/21,Colchester,246369.29
01/22,Colchester,246369.29
02/22,Colchester,246369.29
03/22,Colchester,246369.29
04/22,Colchester,246369.29
05/22,Colchester,246369.29
06/22,Colchester,246369.29
07/22,Colchester,246369.29
08/22,Colchester,246369.29
09/22,Colchester,246369.29
10/22,Colchester,246369.29
11/22,Colchester,246369.29
12/22,Colchester,246369.29
10/06,Colebrook,172750.0
11/06,Colebrook,311225.0
12/06,Colebrook,175097.03
01/07,Colebrook,196950.0
02/07,Colebrook,142500.0
03/07,Colebrook,260000.0
04/07,Colebrook,176293.15
05/07,Colebrook,225000.0
06/07,Colebrook,270000.0
07/07,Colebrook,338725.0
08/07,Colebrook,215000.0
09/07,Colebrook,246735.0
10/07,Colebrook,120113.36
11/07,Colebrook,378500.0
12/07,Colebrook,245875.0
01/08,Colebrook,157650.0
02/08,Colebrook,250000.0
03/08,Colebrook,397500.0
04/08,Colebrook,205000.0
05/08,Colebrook,188922.61
06/08,Colebrook,151500.0
07/08,Colebrook,267000.0
08/08,Colebrook,95000.0
09/08,Colebrook,207000.0
10/08,Colebrook,96000.0
11/08,Colebrook,602500.0
12/08,Colebrook,202500.0
01/09,Colebrook,264500.0
02/09,Colebrook,35000.0
03/09,Colebrook,264000.0
04/09,Colebrook,497500.0
05/09,Colebrook,196032.63
06/09,Colebrook,212500.0
07/09,Colebrook,205000.0
08/09,Colebrook,350000.0
09/09,Colebrook,198071.29
10/09,Colebrook,880000.0
11/09,Colebrook,180000.0
12/09,Colebrook,196200.0
01/10,Colebrook,110000.0
02/10,Colebrook,204309.49
03/10,Colebrook,243271.33
04/10,Colebrook,206500.0
05/10,Colebrook,204747.28
06/10,Colebrook,233000.0
07/10,Colebrook,264500.0
08/10,Colebrook,232500.0
09/10,Colebrook,160966.67
10/10,Colebrook,205481.75
11/10,Colebrook,205481.75
12/10,Colebrook,205481.75
01/11,Colebrook,205481.75
02/11,Colebrook,205481.75
03/11,Colebrook,205481.75
04/11,Colebrook,205481.75
05/11,Colebrook,205481.75
06/11,Colebrook,205481.75
07/11,Colebrook,205481.75
08/11,Colebrook,205481.75
09/11,Colebrook,205481.75
10/11,Colebrook,180000.0
11/11,Colebrook,205224.36
12/11,Colebrook,205224.36
01/12,Colebrook,50000.0
02/12,Colebrook,203672.11
03/12,Colebrook,50000.0
04/12,Colebrook,202150.61
05/12,Colebrook,225750.0
06/12,Colebrook,198950.0
07/12,Colebrook,180000.0
08/12,Colebrook,234450.0
09/12,Colebrook,450000.0
10/12,Colebrook,215182.5
11/12,Colebrook,130000.0
12/12,Colebrook,540000.0
01/13,Colebrook,207261.87
02/13,Colebrook,268500.0
03/13,Colebrook,207818.58
04/13,Colebrook,207818.58
05/13,Colebrook,213333.33
06/13,Colebrook,253000.0
07/13,Colebrook,259500.0
08/13,Colebrook,255000.0
09/13,Colebrook,150000.0
10/13,Colebrook,314375.0
11/13,Colebrook,299500.0
12/13,Colebrook,265000.0
01/14,Colebrook,168000.0
02/14,Colebrook,210401.28
03/14,Colebrook,210401.28
04/14,Colebrook,207025.0
05/14,Colebrook,263500.0
06/14,Colebrook,168000.0
07/14,Colebrook,275000.0
08/14,Colebrook,190000.0
09/14,Colebrook,326000.0
10/14,Colebrook,322000.0
11/14,Colebrook,203500.0
12/14,Colebrook,144500.0
01/15,Colebrook,270000.0
02/15,Colebrook,220000.0
03/15,Colebrook,216000.0
04/15,Colebrook,164300.0
05/15,Colebrook,80000.0
06/15,Colebrook,165000.0
07/15,Colebrook,210840.13
08/15,Colebrook,210840.13
09/15,Colebrook,184709.2
10/15,Colebrook,210646.57
11/15,Colebrook,210646.57
12/15,Colebrook,210646.57
01/16,Colebrook,210646.57
02/16,Colebrook,210646.57
03/16,Colebrook,210646.57
04/16,Colebrook,210646.57
05/16,Colebrook,210646.57
06/16,Colebrook,210646.57
07/16,Colebrook,210646.57
08/16,Colebrook,210646.57
09/16,Colebrook,210646.57
10/16,Colebrook,235200.0
11/16,Colebrook,207366.67
12/16,Colebrook,25000.0
01/17,Colebrook,150447.0
02/17,Colebrook,209030.94
03/17,Colebrook,153750.0
04/17,Colebrook,196250.0
05/17,Colebrook,237685.5
06/17,Colebrook,180000.0
07/17,Colebrook,210000.0
08/17,Colebrook,210000.0
09/17,Colebrook,172200.0
10/17,Colebrook,193000.0
11/17,Colebrook,208218.95
12/17,Colebrook,211250.0
01/18,Colebrook,208239.43
02/18,Colebrook,126000.0
03/18,Colebrook,207687.49
04/18,Colebrook,230000.0
05/18,Colebrook,312500.0
06/18,Colebrook,800000.0
07/18,Colebrook,280000.0
08/18,Colebrook,286000.0
09/18,Colebrook,135000.0
10/18,Colebrook,326500.0
11/18,Colebrook,213560.48
12/18,Colebrook,97500.0
01/19,Colebrook,212821.25
02/19,Colebrook,889300.0
03/19,Colebrook,235000.0
04/19,Colebrook,217215.32
05/19,Colebrook,275000.0
06/19,Colebrook,280000.0
07/19,Colebrook,145000.0
08/19,Colebrook,340750.0
09/19,Colebrook,334000.0
10/19,Colebrook,220000.0
11/19,Colebrook,218981.73
12/19,Colebrook,140000.0
01/20,Colebrook,150000.0
02/20,Colebrook,104000.0
03/20,Colebrook,245500.0
04/20,Colebrook,363000.0
05/20,Colebrook,242500.0
06/20,Colebrook,455000.0
07/20,Colebrook,281250.0
08/20,Colebrook,263400.0
09/20,Colebrook,400000.0
10/20,Colebrook,289150.0
11/20,Colebrook,280833.33
12/20,Colebrook,425370.2
01/21,Colebrook,325000.0
02/21,Colebrook,263600.0
03/21,Colebrook,308250.0
04/21,Colebrook,339500.0
05/21,Colebrook,228500.0
06/21,Colebrook,243500.0
07/21,Colebrook,391833.33
08/21,Colebrook,247000.0
09/21,Colebrook,355000.0
10/21,Colebrook,334500.0
11/21,Colebrook,125000.0
12/21,Colebrook,365000.0
01/22,Colebrook,326000.0
02/22,Colebrook,247000.0
03/22,Colebrook,700000.0
04/22,Colebrook,198833.33
05/22,Colebrook,536250.0
06/22,Colebrook,422800.0
07/22,Colebrook,375000.0
08/22,Colebrook,466633.33
09/22,Colebrook,390000.0
10/22,Colebrook,235985.87
11/22,Colebrook,235985.87
12/22,Colebrook,235985.87
10/06,Columbia,237567.0
11/06,Columbia,237567.0
12/06,Columbia,237567.0
01/07,Columbia,237567.0
02/07,Columbia,237567.0
03/07,Columbia,237567.0
04/07,Columbia,237567.0
05/07,Columbia,237567.0
06/07,Columbia,237567.0
07/07,Columbia,237567.0
08/07,Columbia,237567.0
09/07,Columbia,237567.0
10/07,Columbia,237567.0
11/07,Columbia,278284.17
12/07,Columbia,253125.0
01/08,Columbia,168333.33
02/08,Columbia,128000.0
03/08,Columbia,154850.0
04/08,Columbia,291027.8
05/08,Columbia,212500.0
06/08,Columbia,330000.0
07/08,Columbia,213584.0
08/08,Columbia,266500.0
09/08,Columbia,269862.5
10/08,Columbia,256112.5
11/08,Columbia,161250.0
12/08,Columbia,252475.0
01/09,Columbia,213333.33
02/09,Columbia,251225.0
03/09,Columbia,250000.0
04/09,Columbia,205140.0
05/09,Columbia,282380.0
06/09,Columbia,419475.0
07/09,Columbia,225722.22
08/09,Columbia,267620.0
09/09,Columbia,244125.0
10/09,Columbia,346200.0
11/09,Columbia,189583.33
12/09,Columbia,171666.67
01/10,Columbia,254950.0
02/10,Columbia,167000.0
03/10,Columbia,230182.25
04/10,Columbia,253950.0
05/10,Columbia,250000.0
06/10,Columbia,239627.27
07/10,Columbia,242880.83
08/10,Columbia,241700.0
09/10,Columbia,205750.0
10/10,Columbia,220880.0
11/10,Columbia,257315.83
12/10,Columbia,205466.67
01/11,Columbia,242500.0
02/11,Columbia,282433.33
03/11,Columbia,137000.0
04/11,Columbia,265000.0
05/11,Columbia,236156.25
06/11,Columbia,460000.0
07/11,Columbia,205288.0
08/11,Columbia,178861.75
09/11,Columbia,209000.0
10/11,Columbia,223750.0
11/11,Columbia,238489.47
12/11,Columbia,238489.47
01/12,Columbia,238489.47
02/12,Columbia,238489.47
03/12,Columbia,238489.47
04/12,Columbia,238489.47
05/12,Columbia,238489.47
06/12,Columbia,238489.47
07/12,Columbia,238489.47
08/12,Columbia,238489.47
09/12,Columbia,238489.47
10/12,Columbia,144333.33
11/12,Columbia,254600.0
12/12,Columbia,435000.0
01/13,Columbia,285000.0
02/13,Columbia,145659.8
03/13,Columbia,220600.0
04/13,Columbia,231885.0
05/13,Columbia,244927.27
06/13,Columbia,213083.33
07/13,Columbia,297988.89
08/13,Columbia,197347.5
09/13,Columbia,268150.0
10/13,Columbia,223666.67
11/13,Columbia,155800.0
12/13,Columbia,238000.0
01/14,Columbia,162000.0
02/14,Columbia,145251.5
03/14,Columbia,272133.33
04/14,Columbia,342875.0
05/14,Columbia,259250.0
06/14,Columbia,251733.33
07/14,Columbia,221285.71
08/14,Columbia,282942.86
09/14,Columbia,252625.0
10/14,Columbia,281133.33
11/14,Columbia,275928.57
12/14,Columbia,112250.0
01/15,Columbia,305725.0
02/15,Columbia,227000.0
03/15,Columbia,230300.0
04/15,Columbia,254500.0
05/15,Columbia,223353.33
06/15,Columbia,262926.67
07/15,Columbia,257666.67
08/15,Columbia,177180.0
09/15,Columbia,261391.67
10/15,Columbia,229723.5
11/15,Columbia,220500.0
12/15,Columbia,206751.56
01/16,Columbia,186666.67
02/16,Columbia,194333.33
03/16,Columbia,186500.0
04/16,Columbia,227750.0
05/16,Columbia,204200.0
06/16,Columbia,229500.0
07/16,Columbia,225553.62
08/16,Columbia,202582.75
09/16,Columbia,157413.57
10/16,Columbia,236317.63
11/16,Columbia,236317.63
12/16,Columbia,236317.63
01/17,Columbia,236317.63
02/17,Columbia,236317.63
03/17,Columbia,236317.63
04/17,Columbia,236317.63
05/17,Columbia,236317.63
06/17,Columbia,236317.63
07/17,Columbia,236317.63
08/17,Columbia,236317.63
09/17,Columbia,236317.63
10/17,Columbia,311946.0
11/17,Columbia,182828.57
12/17,Columbia,265292.86
01/18,Columbia,201360.0
02/18,Columbia,232107.8
03/18,Columbia,233131.67
04/18,Columbia,209400.0
05/18,Columbia,233566.67
06/18,Columbia,213666.67
07/18,Columbia,271240.0
08/18,Columbia,280933.33
09/18,Columbia,233278.44
10/18,Columbia,291115.88
11/18,Columbia,260190.0
12/18,Columbia,275320.5
01/19,Columbia,258388.75
02/19,Columbia,341250.0
03/19,Columbia,266500.0
04/19,Columbia,255380.0
05/19,Columbia,350983.33
06/19,Columbia,309694.67
07/19,Columbia,258333.33
08/19,Columbia,244294.44
09/19,Columbia,251053.5
10/19,Columbia,272422.5
11/19,Columbia,248346.43
12/19,Columbia,210900.0
01/20,Columbia,416000.0
02/20,Columbia,206450.0
03/20,Columbia,340066.67
04/20,Columbia,230100.0
05/20,Columbia,246750.0
06/20,Columbia,261390.35
07/20,Columbia,325492.31
08/20,Columbia,262118.18
09/20,Columbia,293666.67
10/20,Columbia,334761.93
11/20,Columbia,317500.0
12/20,Columbia,272095.45
01/21,Columbia,257175.0
02/21,Columbia,489948.0
03/21,Columbia,252333.33
04/21,Columbia,281900.0
05/21,Columbia,321034.38
06/21,Columbia,314944.44
07/21,Columbia,368312.38
08/21,Columbia,321966.67
09/21,Columbia,341622.5
10/21,Columbia,246015.32
11/21,Columbia,246015.32
12/21,Columbia,246015.32
01/22,Columbia,246015.32
02/22,Columbia,246015.32
03/22,Columbia,246015.32
04/22,Columbia,246015.32
05/22,Columbia,246015.32
06/22,Columbia,246015.32
07/22,Columbia,246015.32
08/22,Columbia,246015.32
09/22,Columbia,246015.32
10/22,Columbia,246015.32
11/22,Columbia,246015.32
12/22,Columbia,246015.32
10/06,Cornwall,375000.0
11/06,Cornwall,375000.0
12/06,Cornwall,375000.0
01/07,Cornwall,375000.0
02/07,Cornwall,375000.0
03/07,Cornwall,375000.0
04/07,Cornwall,375000.0
05/07,Cornwall,375000.0
06/07,Cornwall,375000.0
07/07,Cornwall,375000.0
08/07,Cornwall,375000.0
09/07,Cornwall,375000.0
10/07,Cornwall,375000.0
11/07,Cornwall,160000.0
12/07,Cornwall,371971.83
01/08,Cornwall,500000.0
02/08,Cornwall,625000.0
03/08,Cornwall,197500.0
04/08,Cornwall,650000.0
05/08,Cornwall,150000.0
06/08,Cornwall,511666.67
07/08,Cornwall,313750.0
08/08,Cornwall,349425.0
09/08,Cornwall,376042.3
10/08,Cornwall,225000.0
11/08,Cornwall,316500.0
12/08,Cornwall,373442.49
01/09,Cornwall,373442.49
02/09,Cornwall,275000.0
03/09,Cornwall,192000.0
04/09,Cornwall,370070.38
05/09,Cornwall,445000.0
06/09,Cornwall,163500.0
07/09,Cornwall,368521.67
08/09,Cornwall,925000.0
09/09,Cornwall,374992.34
10/09,Cornwall,374992.34
11/09,Cornwall,400000.0
12/09,Cornwall,455000.0
01/10,Cornwall,376185.7
02/10,Cornwall,376185.7
03/10,Cornwall,1250000.0
04/10,Cornwall,386003.84
05/10,Cornwall,515000.0
06/10,Cornwall,387437.13
07/10,Cornwall,474250.0
08/10,Cornwall,338946.0
09/10,Cornwall,387853.67
10/10,Cornwall,750000.0
11/10,Cornwall,850000.0
12/10,Cornwall,367500.0
01/11,Cornwall,420000.0
02/11,Cornwall,875000.0
03/11,Cornwall,401495.23
04/11,Cornwall,275000.0
05/11,Cornwall,2325000.0
06/11,Cornwall,332500.0
07/11,Cornwall,748333.33
08/11,Cornwall,325000.0
09/11,Cornwall,421086.97
10/11,Cornwall,421086.97
11/11,Cornwall,421086.97
12/11,Cornwall,421086.97
01/12,Cornwall,421086.97
02/12,Cornwall,421086.97
03/12,Cornwall,421086.97
04/12,Cornwall,421086.97
05/12,Cornwall,421086.97
06/12,Cornwall,421086.97
07/12,Cornwall,421086.97
08/12,Cornwall,421086.97
09/12,Cornwall,421086.97
10/12,Cornwall,421086.97
11/12,Cornwall,433333.33
12/12,Cornwall,421205.87
01/13,Cornwall,162500.0
02/13,Cornwall,418718.31
03/13,Cornwall,150000.0
04/13,Cornwall,150059.8
05/13,Cornwall,334500.0
06/13,Cornwall,334750.0
07/13,Cornwall,802500.0
08/13,Cornwall,501456.67
09/13,Cornwall,436500.0
10/13,Cornwall,364444.67
11/13,Cornwall,906000.0
12/13,Cornwall,650000.0
01/14,Cornwall,242666.67
02/14,Cornwall,300000.0
03/14,Cornwall,419996.4
04/14,Cornwall,327500.0
05/14,Cornwall,429833.33
06/14,Cornwall,470000.0
07/14,Cornwall,572500.0
08/14,Cornwall,271200.0
09/14,Cornwall,591666.67
10/14,Cornwall,421166.25
11/14,Cornwall,202000.0
12/14,Cornwall,390833.33
01/15,Cornwall,419154.16
02/15,Cornwall,419154.16
03/15,Cornwall,133500.0
04/15,Cornwall,122147.5
05/15,Cornwall,414529.86
06/15,Cornwall,414529.86
07/15,Cornwall,355000.0
08/15,Cornwall,615257.6
09/15,Cornwall,422500.0
10/15,Cornwall,180000.0
11/15,Cornwall,333333.33
12/15,Cornwall,188000.0
01/16,Cornwall,232500.0
02/16,Cornwall,525000.0
03/16,Cornwall,199000.0
04/16,Cornwall,426666.67
05/16,Cornwall,515000.0
06/16,Cornwall,330000.0
07/16,Cornwall,141201.0
08/16,Cornwall,450000.0
09/16,Cornwall,255000.0
10/16,Cornwall,407086.68
11/16,Cornwall,407086.68
12/16,Cornwall,407086.68
01/17,Cornwall,407086.68
02/17,Cornwall,407086.68
03/17,Cornwall,407086.68
04/17,Cornwall,407086.68
05/17,Cornwall,407086.68
06/17,Cornwall,407086.68
07/17,Cornwall,407086.68
08/17,Cornwall,407086.68
09/17,Cornwall,407086.68
10/17,Cornwall,330000.0
11/17,Cornwall,91900.0
12/17,Cornwall,364500.0
01/18,Cornwall,355500.0
02/18,Cornwall,612500.0
03/18,Cornwall,2075000.0
04/18,Cornwall,270000.0
05/18,Cornwall,322800.0
06/18,Cornwall,160000.0
07/18,Cornwall,288333.33
08/18,Cornwall,135019.27
09/18,Cornwall,310133.33
10/18,Cornwall,285000.0
11/18,Cornwall,266000.0
12/18,Cornwall,378333.33
01/19,Cornwall,499000.0
02/19,Cornwall,500000.0
03/19,Cornwall,409134.44
04/19,Cornwall,409134.44
05/19,Cornwall,315350.0
06/19,Cornwall,486625.0
07/19,Cornwall,581000.0
08/19,Cornwall,178300.0
09/19,Cornwall,328333.33
10/19,Cornwall,243000.0
11/19,Cornwall,642500.0
12/19,Cornwall,542300.0
01/20,Cornwall,409401.5
02/20,Cornwall,367000.0
03/20,Cornwall,350000.0
04/20,Cornwall,627500.0
05/20,Cornwall,99800.0
06/20,Cornwall,685000.0
07/20,Cornwall,577333.33
08/20,Cornwall,477500.0
09/20,Cornwall,620714.29
10/20,Cornwall,793428.57
11/20,Cornwall,686750.0
12/20,Cornwall,501250.0
01/21,Cornwall,307166.67
02/21,Cornwall,506500.0
03/21,Cornwall,430000.0
04/21,Cornwall,480000.0
05/21,Cornwall,1005000.0
06/21,Cornwall,602500.0
07/21,Cornwall,498333.33
08/21,Cornwall,641930.0
09/21,Cornwall,400000.0
10/21,Cornwall,422679.33
11/21,Cornwall,422679.33
12/21,Cornwall,422679.33
01/22,Cornwall,422679.33
02/22,Cornwall,422679.33
03/22,Cornwall,422679.33
04/22,Cornwall,422679.33
05/22,Cornwall,422679.33
06/22,Cornwall,422679.33
07/22,Cornwall,422679.33
08/22,Cornwall,422679.33
09/22,Cornwall,422679.33
10/22,Cornwall,422679.33
11/22,Cornwall,422679.33
12/22,Cornwall,422679.33
10/06,Coventry,223855.94
11/06,Coventry,316295.14
12/06,Coventry,241790.38
01/07,Coventry,247312.5
02/07,Coventry,350962.5
03/07,Coventry,282340.0
04/07,Coventry,244244.44
05/07,Coventry,238287.5
06/07,Coventry,247950.0
07/07,Coventry,266648.0
08/07,Coventry,258183.43
09/07,Coventry,264287.5
10/07,Coventry,238087.0
11/07,Coventry,245278.95
12/07,Coventry,253945.0
01/08,Coventry,299345.0
02/08,Coventry,215680.38
03/08,Coventry,265558.33
04/08,Coventry,282045.45
05/08,Coventry,281964.29
06/08,Coventry,235107.31
07/08,Coventry,244108.88
08/08,Coventry,224767.81
09/08,Coventry,256026.67
10/08,Coventry,254128.0
11/08,Coventry,297706.0
12/08,Coventry,285456.67
01/09,Coventry,237800.0
02/09,Coventry,194850.0
03/09,Coventry,217400.0
04/09,Coventry,232682.83
05/09,Coventry,315369.44
06/09,Coventry,216450.0
07/09,Coventry,203698.24
08/09,Coventry,244218.75
09/09,Coventry,248453.33
10/09,Coventry,235828.75
11/09,Coventry,235828.75
12/09,Coventry,235828.75
01/10,Coventry,235828.75
02/10,Coventry,235828.75
03/10,Coventry,235828.75
04/10,Coventry,235828.75
05/10,Coventry,235828.75
06/10,Coventry,235828.75
07/10,Coventry,235828.75
08/10,Coventry,235828.75
09/10,Coventry,235828.75
10/10,Coventry,231610.42
11/10,Coventry,279879.55
12/10,Coventry,224257.46
01/11,Coventry,415893.25
02/11,Coventry,165316.67
03/11,Coventry,277987.5
04/11,Coventry,248000.0
05/11,Coventry,210785.71
06/11,Coventry,218500.0
07/11,Coventry,211514.0
08/11,Coventry,193593.0
09/11,Coventry,207855.0
10/11,Coventry,164236.36
11/11,Coventry,182543.08
12/11,Coventry,173354.55
01/12,Coventry,170925.0
02/12,Coventry,185152.86
03/12,Coventry,138600.0
04/12,Coventry,222046.35
05/12,Coventry,208022.22
06/12,Coventry,236022.73
07/12,Coventry,215518.18
08/12,Coventry,187996.08
09/12,Coventry,172454.55
10/12,Coventry,154380.0
11/12,Coventry,209970.83
12/12,Coventry,199552.63
01/13,Coventry,162346.15
02/13,Coventry,219479.43
03/13,Coventry,214227.4
04/13,Coventry,151808.89
05/13,Coventry,218877.79
06/13,Coventry,209181.73
07/13,Coventry,251866.67
08/13,Coventry,212889.95
09/13,Coventry,189120.0
10/13,Coventry,242680.06
11/13,Coventry,213940.0
12/13,Coventry,203790.82
01/14,Coventry,282261.54
02/14,Coventry,172217.62
03/14,Coventry,141171.87
04/14,Coventry,186749.89
05/14,Coventry,213356.82
06/14,Coventry,197712.42
07/14,Coventry,215600.05
08/14,Coventry,167283.0
09/14,Coventry,165062.14
10/14,Coventry,226026.0
11/14,Coventry,226026.0
12/14,Coventry,226026.0
01/15,Coventry,226026.0
02/15,Coventry,226026.0
03/15,Coventry,226026.0
04/15,Coventry,226026.0
05/15,Coventry,226026.0
06/15,Coventry,226026.0
07/15,Coventry,226026.0
08/15,Coventry,226026.0
09/15,Coventry,226026.0
10/15,Coventry,186387.69
11/15,Coventry,234160.13
12/15,Coventry,223995.24
01/16,Coventry,265544.22
02/16,Coventry,176748.33
03/16,Coventry,198465.79
04/16,Coventry,186700.0
05/16,Coventry,228742.86
06/16,Coventry,202939.82
07/16,Coventry,210590.0
08/16,Coventry,235889.47
09/16,Coventry,246810.0
10/16,Coventry,198575.2
11/16,Coventry,187524.0
12/16,Coventry,206759.23
01/17,Coventry,178736.71
02/17,Coventry,176828.57
03/17,Coventry,168715.79
04/17,Coventry,175550.05
05/17,Coventry,176455.26
06/17,Coventry,208373.35
07/17,Coventry,215032.5
08/17,Coventry,246901.19
09/17,Coventry,215522.86
10/17,Coventry,206392.0
11/17,Coventry,229306.16
12/17,Coventry,191551.94
01/18,Coventry,175370.0
02/18,Coventry,217144.44
03/18,Coventry,218944.84
04/18,Coventry,197594.44
05/18,Coventry,216373.32
06/18,Coventry,291235.1
07/18,Coventry,216900.77
08/18,Coventry,215292.67
09/18,Coventry,203844.83
10/18,Coventry,244349.04
11/18,Coventry,267227.78
12/18,Coventry,258795.36
01/19,Coventry,146242.3
02/19,Coventry,209827.2
03/19,Coventry,227960.0
04/19,Coventry,243971.59
05/19,Coventry,197623.53
06/19,Coventry,236640.5
07/19,Coventry,229766.67
08/19,Coventry,228963.55
09/19,Coventry,226410.5
10/19,Coventry,222853.67
11/19,Coventry,222853.67
12/19,Coventry,222853.67
01/20,Coventry,222853.67
02/20,Coventry,222853.67
03/20,Coventry,222853.67
04/20,Coventry,222853.67
05/20,Coventry,222853.67
06/20,Coventry,222853.67
07/20,Coventry,222853.67
08/20,Coventry,222853.67
09/20,Coventry,222853.67
10/20,Coventry,234941.67
11/20,Coventry,257814.52
12/20,Coventry,237237.37
01/21,Coventry,302951.64
02/21,Coventry,211813.27
03/21,Coventry,225712.5
04/21,Coventry,233587.04
05/21,Coventry,268458.62
06/21,Coventry,312204.85
07/21,Coventry,290848.0
08/21,Coventry,284522.23
09/21,Coventry,236918.76
10/21,Coventry,259916.0
11/21,Coventry,269246.83
12/21,Coventry,292648.05
01/22,Coventry,313329.69
02/22,Coventry,267625.94
03/22,Coventry,211840.0
04/22,Coventry,298365.92
05/22,Coventry,253807.41
06/22,Coventry,296794.0
07/22,Coventry,305282.61
08/22,Coventry,251637.5
09/22,Coventry,332870.6
10/22,Coventry,228026.85
11/22,Coventry,228026.85
12/22,Coventry,228026.85
10/06,Cromwell,293890.06
11/06,Cromwell,321818.26
