Date,Town,Sale Amount
12/06,Cromwell,313959.0
01/07,Cromwell,277233.33
02/07,Cromwell,241000.0
03/07,Cromwell,248165.38
04/07,Cromwell,295392.3
05/07,Cromwell,328554.55
06/07,Cromwell,305694.0
07/07,Cromwell,253828.57
08/07,Cromwell,285446.96
09/07,Cromwell,260908.33
10/07,Cromwell,292429.33
11/07,Cromwell,292429.33
12/07,Cromwell,292429.33
01/08,Cromwell,292429.33
02/08,Cromwell,292429.33
03/08,Cromwell,292429.33
04/08,Cromwell,292429.33
05/08,Cromwell,292429.33
06/08,Cromwell,292429.33
07/08,Cromwell,292429.33
08/08,Cromwell,292429.33
09/08,Cromwell,292429.33
10/08,Cromwell,284000.0
11/08,Cromwell,307237.69
12/08,Cromwell,289408.88
01/09,Cromwell,231440.86
02/09,Cromwell,273333.33
03/09,Cromwell,396500.0
04/09,Cromwell,203786.8
05/09,Cromwell,231240.33
06/09,Cromwell,249068.82
07/09,Cromwell,262195.0
08/09,Cromwell,285090.0
09/09,Cromwell,251155.56
10/09,Cromwell,301995.0
11/09,Cromwell,434500.0
12/09,Cromwell,356287.5
01/10,Cromwell,259800.0
02/10,Cromwell,499900.0
03/10,Cromwell,249437.5
04/10,Cromwell,304290.47
05/10,Cromwell,317232.57
06/10,Cromwell,301082.61
07/10,Cromwell,272207.5
08/10,Cromwell,265333.75
09/10,Cromwell,307015.64
10/10,Cromwell,325119.5
11/10,Cromwell,283731.15
12/10,Cromwell,405108.88
01/11,Cromwell,354816.43
02/11,Cromwell,332322.75
03/11,Cromwell,204668.88
04/11,Cromwell,250822.22
05/11,Cromwell,296540.0
06/11,Cromwell,298647.32
07/11,Cromwell,261268.25
08/11,Cromwell,280859.0
09/11,Cromwell,279675.0
10/11,Cromwell,336579.44
11/11,Cromwell,292876.86
12/11,Cromwell,234738.83
01/12,Cromwell,206814.29
02/12,Cromwell,285000.0
03/12,Cromwell,331447.57
04/12,Cromwell,198785.71
05/12,Cromwell,338000.0
06/12,Cromwell,349388.89
07/12,Cromwell,292441.67
08/12,Cromwell,294377.61
09/12,Cromwell,324132.78
10/12,Cromwell,293754.93
11/12,Cromwell,293754.93
12/12,Cromwell,293754.93
01/13,Cromwell,293754.93
02/13,Cromwell,293754.93
03/13,Cromwell,293754.93
04/13,Cromwell,293754.93
05/13,Cromwell,293754.93
06/13,Cromwell,293754.93
07/13,Cromwell,293754.93
08/13,Cromwell,293754.93
09/13,Cromwell,293754.93
10/13,Cromwell,235583.33
11/13,Cromwell,242166.67
12/13,Cromwell,240128.57
01/14,Cromwell,245849.92
02/14,Cromwell,224600.0
03/14,Cromwell,267836.2
04/14,Cromwell,302700.0
05/14,Cromwell,254150.0
06/14,Cromwell,266121.43
07/14,Cromwell,295665.0
08/14,Cromwell,286100.0
09/14,Cromwell,298186.14
10/14,Cromwell,234571.11
11/14,Cromwell,290630.0
12/14,Cromwell,217857.14
01/15,Cromwell,264214.29
02/15,Cromwell,198760.0
03/15,Cromwell,241975.0
04/15,Cromwell,269116.67
05/15,Cromwell,253259.09
06/15,Cromwell,268587.5
07/15,Cromwell,264484.62
08/15,Cromwell,233830.77
09/15,Cromwell,227809.09
10/15,Cromwell,278045.45
11/15,Cromwell,183400.0
12/15,Cromwell,245231.19
01/16,Cromwell,209400.0
02/16,Cromwell,311520.88
03/16,Cromwell,322312.5
04/16,Cromwell,291415.0
05/16,Cromwell,275440.77
06/16,Cromwell,247636.36
07/16,Cromwell,261726.47
08/16,Cromwell,287946.88
09/16,Cromwell,258376.92
10/16,Cromwell,235799.89
11/16,Cromwell,267991.67
12/16,Cromwell,289250.0
01/17,Cromwell,231216.5
02/17,Cromwell,248800.0
03/17,Cromwell,234332.2
04/17,Cromwell,233400.0
05/17,Cromwell,254579.5
06/17,Cromwell,284832.35
07/17,Cromwell,289390.91
08/17,Cromwell,294400.0
09/17,Cromwell,275148.5
10/17,Cromwell,283667.29
11/17,Cromwell,283667.29
12/17,Cromwell,283667.29
01/18,Cromwell,283667.29
02/18,Cromwell,283667.29
03/18,Cromwell,283667.29
04/18,Cromwell,283667.29
05/18,Cromwell,283667.29
06/18,Cromwell,283667.29
07/18,Cromwell,283667.29
08/18,Cromwell,283667.29
09/18,Cromwell,283667.29
10/18,Cromwell,250166.67
11/18,Cromwell,269742.86
12/18,Cromwell,229240.0
01/19,Cromwell,247074.0
02/19,Cromwell,274080.0
03/19,Cromwell,253250.0
04/19,Cromwell,219194.55
05/19,Cromwell,284727.27
06/19,Cromwell,321576.47
07/19,Cromwell,392087.5
08/19,Cromwell,289353.33
09/19,Cromwell,245300.0
10/19,Cromwell,308943.67
11/19,Cromwell,299985.71
12/19,Cromwell,252957.14
01/20,Cromwell,217475.0
02/20,Cromwell,211000.0
03/20,Cromwell,267722.92
04/20,Cromwell,280226.67
05/20,Cromwell,315469.23
06/20,Cromwell,282349.6
07/20,Cromwell,302139.67
08/20,Cromwell,293200.06
09/20,Cromwell,318219.53
10/20,Cromwell,280047.24
11/20,Cromwell,232960.62
12/20,Cromwell,285257.69
01/21,Cromwell,292676.19
02/21,Cromwell,204327.27
03/21,Cromwell,219222.5
04/21,Cromwell,242863.79
05/21,Cromwell,278150.11
06/21,Cromwell,275955.71
07/21,Cromwell,234687.79
08/21,Cromwell,293962.88
09/21,Cromwell,237627.59
10/21,Cromwell,254823.79
11/21,Cromwell,281109.08
12/21,Cromwell,233074.57
01/22,Cromwell,275532.62
02/22,Cromwell,296670.11
03/22,Cromwell,281127.67
04/22,Cromwell,220608.86
05/22,Cromwell,243648.48
06/22,Cromwell,261395.0
07/22,Cromwell,267984.38
08/22,Cromwell,295477.89
09/22,Cromwell,285765.0
10/22,Cromwell,280298.08
11/22,Cromwell,280298.08
12/22,Cromwell,280298.08
10/06,Danbury,384782.14
11/06,Danbury,385556.97
12/06,Danbury,365347.62
01/07,Danbury,329516.4
02/07,Danbury,329650.0
03/07,Danbury,368486.93
04/07,Danbury,385924.37
05/07,Danbury,377058.16
06/07,Danbury,374395.89
07/07,Danbury,363052.45
08/07,Danbury,361092.41
09/07,Danbury,322929.59
10/07,Danbury,380875.0
11/07,Danbury,380875.0
12/07,Danbury,380875.0
01/08,Danbury,380875.0
02/08,Danbury,380875.0
03/08,Danbury,380875.0
04/08,Danbury,380875.0
05/08,Danbury,380875.0
06/08,Danbury,380875.0
07/08,Danbury,380875.0
08/08,Danbury,380875.0
09/08,Danbury,380875.0
10/08,Danbury,340886.67
11/08,Danbury,297019.64
12/08,Danbury,288121.77
01/09,Danbury,311673.08
02/09,Danbury,291352.27
03/09,Danbury,293724.14
04/09,Danbury,310012.1
05/09,Danbury,254692.24
06/09,Danbury,286774.67
07/09,Danbury,285568.19
08/09,Danbury,298238.5
09/09,Danbury,285876.63
10/09,Danbury,235118.18
11/09,Danbury,290026.8
12/09,Danbury,230969.16
01/10,Danbury,230226.35
02/10,Danbury,219895.83
03/10,Danbury,321649.82
04/10,Danbury,236790.16
05/10,Danbury,270848.94
06/10,Danbury,262837.04
07/10,Danbury,307858.62
08/10,Danbury,276305.49
09/10,Danbury,304568.87
10/10,Danbury,259643.59
11/10,Danbury,213772.23
12/10,Danbury,223430.51
01/11,Danbury,247729.17
02/11,Danbury,216384.0
03/11,Danbury,273364.67
04/11,Danbury,294580.0
05/11,Danbury,332437.06
06/11,Danbury,288134.28
07/11,Danbury,286097.21
08/11,Danbury,273359.38
09/11,Danbury,272586.5
10/11,Danbury,228231.03
11/11,Danbury,227852.4
12/11,Danbury,220788.57
01/12,Danbury,257223.21
02/12,Danbury,240307.65
03/12,Danbury,258693.29
04/12,Danbury,254038.64
05/12,Danbury,255302.51
06/12,Danbury,312980.0
07/12,Danbury,260827.69
08/12,Danbury,235779.11
09/12,Danbury,238053.84
10/12,Danbury,334897.49
11/12,Danbury,334897.49
12/12,Danbury,334897.49
01/13,Danbury,334897.49
02/13,Danbury,334897.49
03/13,Danbury,334897.49
04/13,Danbury,334897.49
05/13,Danbury,334897.49
06/13,Danbury,334897.49
07/13,Danbury,334897.49
08/13,Danbury,334897.49
09/13,Danbury,334897.49
10/13,Danbury,301324.04
11/13,Danbury,257443.24
12/13,Danbury,261723.6
01/14,Danbury,224286.25
02/14,Danbury,244841.6
03/14,Danbury,278501.91
04/14,Danbury,242539.12
05/14,Danbury,236487.42
06/14,Danbury,280015.7
07/14,Danbury,290380.56
08/14,Danbury,301077.78
09/14,Danbury,245039.9
10/14,Danbury,261198.72
11/14,Danbury,262968.42
12/14,Danbury,259377.03
01/15,Danbury,248752.18
02/15,Danbury,242402.73
03/15,Danbury,237082.89
04/15,Danbury,241492.86
05/15,Danbury,314311.67
06/15,Danbury,273923.43
07/15,Danbury,291668.35
08/15,Danbury,293125.93
09/15,Danbury,270649.63
10/15,Danbury,259947.2
11/15,Danbury,297640.0
12/15,Danbury,266461.76
01/16,Danbury,284486.45
02/16,Danbury,256036.82
03/16,Danbury,244457.3
04/16,Danbury,264375.76
05/16,Danbury,250896.19
06/16,Danbury,283428.56
07/16,Danbury,288296.51
08/16,Danbury,285124.72
09/16,Danbury,303553.12
10/16,Danbury,295071.64
11/16,Danbury,292962.17
12/16,Danbury,272508.24
01/17,Danbury,311921.56
02/17,Danbury,288231.3
03/17,Danbury,314094.29
04/17,Danbury,283968.18
05/17,Danbury,288308.07
06/17,Danbury,309738.5
07/17,Danbury,303388.25
08/17,Danbury,320320.7
09/17,Danbury,336421.03
10/17,Danbury,317850.06
11/17,Danbury,317850.06
12/17,Danbury,317850.06
01/18,Danbury,317850.06
02/18,Danbury,317850.06
03/18,Danbury,317850.06
04/18,Danbury,317850.06
05/18,Danbury,317850.06
06/18,Danbury,317850.06
07/18,Danbury,317850.06
08/18,Danbury,317850.06
09/18,Danbury,317850.06
10/18,Danbury,304795.4
11/18,Danbury,296551.03
12/18,Danbury,307962.04
01/19,Danbury,280010.8
02/19,Danbury,263132.08
03/19,Danbury,298279.38
04/19,Danbury,294678.05
05/19,Danbury,312992.66
06/19,Danbury,340060.67
07/19,Danbury,328719.08
08/19,Danbury,312760.59
09/19,Danbury,319730.85
10/19,Danbury,333380.06
11/19,Danbury,302404.96
12/19,Danbury,325535.86
01/20,Danbury,320134.09
02/20,Danbury,259289.14
03/20,Danbury,301297.24
04/20,Danbury,324123.03
05/20,Danbury,311594.32
06/20,Danbury,324508.02
07/20,Danbury,364735.9
08/20,Danbury,338901.6
09/20,Danbury,364426.32
10/20,Danbury,330831.11
11/20,Danbury,310219.05
12/20,Danbury,316774.76
01/21,Danbury,352626.62
02/21,Danbury,336939.56
03/21,Danbury,317981.49
04/21,Danbury,319082.19
05/21,Danbury,355449.53
06/21,Danbury,360900.67
07/21,Danbury,370110.14
08/21,Danbury,346826.67
09/21,Danbury,348986.9
10/21,Danbury,390322.37
11/21,Danbury,363027.53
12/21,Danbury,366951.78
01/22,Danbury,348365.37
02/22,Danbury,345367.32
03/22,Danbury,370126.57
04/22,Danbury,368811.91
05/22,Danbury,365218.57
06/22,Danbury,396121.36
07/22,Danbury,409988.92
08/22,Danbury,405064.98
09/22,Danbury,386021.18
10/22,Danbury,321865.63
11/22,Danbury,321865.63
12/22,Danbury,321865.63
10/06,Darien,1155305.56
11/06,Darien,1638957.74
12/06,Darien,1195426.32
01/07,Darien,1948426.83
02/07,Darien,1648618.42
03/07,Darien,1563400.0
04/07,Darien,1420666.67
05/07,Darien,1476619.78
06/07,Darien,1861692.06
07/07,Darien,1773648.44
08/07,Darien,1779684.8
09/07,Darien,1570900.0
10/07,Darien,2182708.33
11/07,Darien,1571109.96
12/07,Darien,1388894.74
01/08,Darien,1824057.14
02/08,Darien,1898250.0
03/08,Darien,1628714.47
04/08,Darien,1765150.26
05/08,Darien,1943650.0
06/08,Darien,1672066.67
07/08,Darien,1322000.0
08/08,Darien,1352716.4
09/08,Darien,1229660.71
10/08,Darien,1292157.31
11/08,Darien,1292157.31
12/08,Darien,1292157.31
01/09,Darien,1292157.31
02/09,Darien,1292157.31
03/09,Darien,1292157.31
04/09,Darien,1292157.31
05/09,Darien,1292157.31
06/09,Darien,1292157.31
07/09,Darien,1292157.31
08/09,Darien,1292157.31
09/09,Darien,1292157.31
10/09,Darien,1308379.17
11/09,Darien,1508083.33
12/09,Darien,1195080.94
01/10,Darien,1580933.0
02/10,Darien,1515708.33
03/10,Darien,1825250.0
04/10,Darien,1661937.5
05/10,Darien,1791514.29
06/10,Darien,1488184.09
07/10,Darien,1736957.18
08/10,Darien,1473902.03
09/10,Darien,1246568.75
10/10,Darien,1621000.0
11/10,Darien,1201049.14
12/10,Darien,2158270.83
01/11,Darien,1272222.22
02/11,Darien,1754000.0
03/11,Darien,1212411.76
04/11,Darien,1781824.44
05/11,Darien,1783583.53
06/11,Darien,1668807.27
07/11,Darien,1641462.96
08/11,Darien,1630225.81
09/11,Darien,1221695.65
10/11,Darien,1361666.67
11/11,Darien,1707125.0
12/11,Darien,1669921.0
01/12,Darien,1254700.0
02/12,Darien,1377787.5
03/12,Darien,1351333.33
04/12,Darien,1106229.17
05/12,Darien,1402873.68
06/12,Darien,1387549.27
07/12,Darien,1495519.23
08/12,Darien,1633973.68
09/12,Darien,1689562.5
10/12,Darien,1304782.35
11/12,Darien,1638196.25
12/12,Darien,1603225.0
01/13,Darien,1219800.53
02/13,Darien,1077600.0
03/13,Darien,1778766.15
04/13,Darien,1602184.44
05/13,Darien,1510855.26
06/13,Darien,1618351.98
07/13,Darien,1560975.94
08/13,Darien,1617471.11
09/13,Darien,1819414.62
10/13,Darien,1377780.3
11/13,Darien,1377780.3
12/13,Darien,1377780.3
01/14,Darien,1377780.3
02/14,Darien,1377780.3
03/14,Darien,1377780.3
04/14,Darien,1377780.3
05/14,Darien,1377780.3
06/14,Darien,1377780.3
07/14,Darien,1377780.3
08/14,Darien,1377780.3
09/14,Darien,1377780.3
10/14,Darien,1823549.29
11/14,Darien,1528118.42
12/14,Darien,1593135.0
01/15,Darien,1317973.68
02/15,Darien,1738523.33
03/15,Darien,1349949.95
04/15,Darien,2079437.5
05/15,Darien,1578028.29
06/15,Darien,1677735.23
07/15,Darien,1655154.48
08/15,Darien,1579733.33
09/15,Darien,1487565.52
10/15,Darien,1629356.25
11/15,Darien,1565416.67
12/15,Darien,1662463.79
01/16,Darien,1893174.24
02/16,Darien,1585764.29
03/16,Darien,1492057.53
04/16,Darien,1388308.13
05/16,Darien,1460545.45
06/16,Darien,1760800.0
07/16,Darien,1391143.52
08/16,Darien,1359011.13
09/16,Darien,1614804.35
10/16,Darien,1762456.52
11/16,Darien,1392024.19
12/16,Darien,1550060.0
01/17,Darien,1392638.89
02/17,Darien,1454437.5
03/17,Darien,1712027.78
04/17,Darien,1509117.31
05/17,Darien,1405895.83
06/17,Darien,1601839.93
07/17,Darien,1537132.61
08/17,Darien,1639691.14
09/17,Darien,1534322.92
10/17,Darien,1385738.1
11/17,Darien,1748423.08
12/17,Darien,1553142.86
01/18,Darien,1481119.05
02/18,Darien,1211022.73
03/18,Darien,1767600.0
04/18,Darien,1478182.14
05/18,Darien,1848637.1
06/18,Darien,1748861.93
07/18,Darien,1580688.89
08/18,Darien,1497517.89
09/18,Darien,1304600.0
10/18,Darien,1429619.13
11/18,Darien,1429619.13
12/18,Darien,1429619.13
01/19,Darien,1429619.13
02/19,Darien,1429619.13
03/19,Darien,1429619.13
04/19,Darien,1429619.13
05/19,Darien,1429619.13
06/19,Darien,1429619.13
07/19,Darien,1429619.13
08/19,Darien,1429619.13
09/19,Darien,1429619.13
10/19,Darien,991200.0
11/19,Darien,1930642.86
12/19,Darien,1509057.69
01/20,Darien,1388953.7
02/20,Darien,1306041.67
03/20,Darien,1448879.31
04/20,Darien,1527165.0
05/20,Darien,1451289.47
06/20,Darien,1568823.17
07/20,Darien,1497844.47
08/20,Darien,1674880.2
09/20,Darien,1803385.96
10/20,Darien,1745313.86
11/20,Darien,1675487.18
12/20,Darien,1619752.5
01/21,Darien,1381852.17
02/21,Darien,1351774.07
03/21,Darien,1712650.56
04/21,Darien,1674375.0
05/21,Darien,1716522.5
06/21,Darien,1739211.76
07/21,Darien,1931599.01
08/21,Darien,1927378.51
09/21,Darien,1789907.63
10/21,Darien,1942318.18
11/21,Darien,1548740.38
12/21,Darien,1799333.78
01/22,Darien,1885694.44
02/22,Darien,1945816.65
03/22,Darien,1817042.35
04/22,Darien,1718580.61
05/22,Darien,2141231.09
06/22,Darien,2100080.02
07/22,Darien,1800291.62
08/22,Darien,1971394.64
09/22,Darien,1675751.4
10/22,Darien,1473018.08
11/22,Darien,1473018.08
12/22,Darien,1473018.08
10/06,Deep River,387500.0
11/06,Deep River,230000.0
12/06,Deep River,439333.33
01/07,Deep River,411416.67
02/07,Deep River,386159.84
03/07,Deep River,543700.0
04/07,Deep River,288739.43
05/07,Deep River,320487.5
06/07,Deep River,432169.5
07/07,Deep River,270833.33
08/07,Deep River,300550.0
09/07,Deep River,305862.5
10/07,Deep River,389290.33
11/07,Deep River,402000.0
12/07,Deep River,632000.0
01/08,Deep River,337500.0
02/08,Deep River,265000.0
03/08,Deep River,471800.0
04/08,Deep River,278175.0
05/08,Deep River,349916.67
06/08,Deep River,241000.0
07/08,Deep River,294402.5
08/08,Deep River,232000.0
09/08,Deep River,485000.0
10/08,Deep River,421500.0
11/08,Deep River,351666.67
12/08,Deep River,240666.67
01/09,Deep River,225625.0
02/09,Deep River,154030.0
03/09,Deep River,200000.0
04/09,Deep River,371972.85
05/09,Deep River,224000.0
06/09,Deep River,365557.14
07/09,Deep River,420800.0
08/09,Deep River,242450.0
09/09,Deep River,327666.67
10/09,Deep River,368902.63
11/09,Deep River,320406.25
12/09,Deep River,162570.0
01/10,Deep River,318666.67
02/10,Deep River,278500.0
03/10,Deep River,213500.0
04/10,Deep River,359000.0
05/10,Deep River,240233.83
06/10,Deep River,222060.0
07/10,Deep River,422766.4
08/10,Deep River,331883.33
09/10,Deep River,360789.36
10/10,Deep River,360789.36
11/10,Deep River,360789.36
12/10,Deep River,360789.36
01/11,Deep River,360789.36
02/11,Deep River,360789.36
03/11,Deep River,360789.36
04/11,Deep River,360789.36
05/11,Deep River,360789.36
06/11,Deep River,360789.36
07/11,Deep River,360789.36
08/11,Deep River,360789.36
09/11,Deep River,360789.36
10/11,Deep River,185000.0
11/11,Deep River,188725.0
12/11,Deep River,233500.0
01/12,Deep River,288000.0
02/12,Deep River,328000.0
03/12,Deep River,278500.0
04/12,Deep River,249166.67
05/12,Deep River,335375.0
06/12,Deep River,222250.0
07/12,Deep River,393250.0
08/12,Deep River,178666.67
09/12,Deep River,206250.0
10/12,Deep River,235888.0
11/12,Deep River,325740.0
12/12,Deep River,311250.0
01/13,Deep River,195000.0
02/13,Deep River,234100.0
03/13,Deep River,352666.67
04/13,Deep River,315000.0
05/13,Deep River,548100.0
06/13,Deep River,223333.33
07/13,Deep River,258750.0
08/13,Deep River,188250.0
09/13,Deep River,247000.0
10/13,Deep River,283375.0
11/13,Deep River,231749.75
12/13,Deep River,231449.2
01/14,Deep River,202133.33
02/14,Deep River,80000.0
03/14,Deep River,239503.0
04/14,Deep River,228500.0
05/14,Deep River,342833.33
06/14,Deep River,282900.0
07/14,Deep River,264925.0
08/14,Deep River,256666.67
09/14,Deep River,293933.25
10/14,Deep River,274375.0
11/14,Deep River,331684.0
12/14,Deep River,252416.67
01/15,Deep River,237500.0
02/15,Deep River,345250.0
03/15,Deep River,154850.0
04/15,Deep River,245000.0
05/15,Deep River,314166.67
06/15,Deep River,413875.0
07/15,Deep River,226333.33
08/15,Deep River,235400.0
09/15,Deep River,223250.0
10/15,Deep River,329889.64
11/15,Deep River,329889.64
12/15,Deep River,329889.64
01/16,Deep River,329889.64
02/16,Deep River,329889.64
03/16,Deep River,329889.64
04/16,Deep River,329889.64
05/16,Deep River,329889.64
06/16,Deep River,329889.64
07/16,Deep River,329889.64
08/16,Deep River,329889.64
09/16,Deep River,329889.64
10/16,Deep River,351940.0
11/16,Deep River,287500.0
12/16,Deep River,368633.33
01/17,Deep River,201000.0
02/17,Deep River,298487.4
03/17,Deep River,310000.0
04/17,Deep River,260800.0
05/17,Deep River,199985.71
06/17,Deep River,224142.86
07/17,Deep River,255535.0
08/17,Deep River,264980.0
09/17,Deep River,229583.33
10/17,Deep River,215530.0
11/17,Deep River,207205.56
12/17,Deep River,283150.0
01/18,Deep River,275500.0
02/18,Deep River,340861.0
03/18,Deep River,175660.0
04/18,Deep River,218312.5
05/18,Deep River,508416.67
06/18,Deep River,363250.0
07/18,Deep River,358450.0
08/18,Deep River,553666.67
09/18,Deep River,320333.33
10/18,Deep River,312416.67
11/18,Deep River,311983.33
12/18,Deep River,264714.29
01/19,Deep River,235987.5
02/19,Deep River,304180.0
03/19,Deep River,223640.0
04/19,Deep River,365325.0
05/19,Deep River,289833.33
06/19,Deep River,531800.0
07/19,Deep River,330169.9
08/19,Deep River,298750.0
09/19,Deep River,208250.0
10/19,Deep River,360133.33
11/19,Deep River,308156.25
12/19,Deep River,235250.0
01/20,Deep River,462750.0
02/20,Deep River,253500.0
03/20,Deep River,282763.4
04/20,Deep River,220000.0
05/20,Deep River,200850.0
06/20,Deep River,391175.0
07/20,Deep River,573250.0
08/20,Deep River,347500.0
09/20,Deep River,321740.1
10/20,Deep River,150000.0
11/20,Deep River,323285.85
12/20,Deep River,323285.85
01/21,Deep River,323285.85
02/21,Deep River,323285.85
03/21,Deep River,323285.85
04/21,Deep River,323285.85
05/21,Deep River,323285.85
06/21,Deep River,323285.85
07/21,Deep River,323285.85
08/21,Deep River,323285.85
09/21,Deep River,323285.85
10/21,Deep River,252107.69
11/21,Deep River,254377.78
12/21,Deep River,325800.0
01/22,Deep River,152000.0
02/22,Deep River,187000.0
03/22,Deep River,240600.0
04/22,Deep River,169500.0
05/22,Deep River,234437.5
06/22,Deep River,292928.57
07/22,Deep River,293333.33
08/22,Deep River,366683.33
09/22,Deep River,342375.0
10/22,Deep River,319627.34
11/22,Deep River,319627.34
12/22,Deep River,319627.34
10/06,Derby,253806.67
11/06,Derby,288596.0
12/06,Derby,210525.0
01/07,Derby,218408.33
02/07,Derby,192037.5
03/07,Derby,263500.0
04/07,Derby,240610.0
05/07,Derby,246961.54
06/07,Derby,257491.0
07/07,Derby,288550.0
08/07,Derby,254435.0
09/07,Derby,279815.38
10/07,Derby,228727.12
11/07,Derby,243500.0
12/07,Derby,275000.0
01/08,Derby,236335.71
02/08,Derby,220142.86
03/08,Derby,228566.67
04/08,Derby,234385.71
05/08,Derby,247877.78
06/08,Derby,265333.33
07/08,Derby,244454.55
08/08,Derby,265625.0
09/08,Derby,172500.0
10/08,Derby,221876.36
11/08,Derby,210328.57
12/08,Derby,221444.44
01/09,Derby,232150.0
02/09,Derby,168100.0
03/09,Derby,248582.15
04/09,Derby,156333.33
05/09,Derby,247521.81
06/09,Derby,208344.44
07/09,Derby,190666.67
08/09,Derby,212975.0
09/09,Derby,201650.0
10/09,Derby,209818.18
11/09,Derby,218409.09
12/09,Derby,157038.89
01/10,Derby,183625.0
02/10,Derby,170000.0
03/10,Derby,199971.43
04/10,Derby,197152.0
05/10,Derby,194666.67
06/10,Derby,180991.67
07/10,Derby,191142.86
08/10,Derby,184522.5
09/10,Derby,208100.0
10/10,Derby,208125.0
11/10,Derby,177405.0
12/10,Derby,157687.5
01/11,Derby,270569.6
02/11,Derby,180000.0
03/11,Derby,117857.5
04/11,Derby,220600.0
05/11,Derby,182500.0
06/11,Derby,186381.82
07/11,Derby,189785.71
08/11,Derby,146837.5
09/11,Derby,150750.0
10/11,Derby,233321.49
11/11,Derby,233321.49
12/11,Derby,233321.49
01/12,Derby,233321.49
02/12,Derby,233321.49
03/12,Derby,233321.49
04/12,Derby,233321.49
